1.358099999999999932e-02,1.705299999999999871e-02,7.954430000000000112e-01,-2.033833074716312472e-02,3.215257784137732361e-02,-1.732910067942496296e-03,9.992745173691108818e-01,-1.374360000000000026e-01,7.962700000000000333e-02,9.046099999999999974e-02,3.050410000000000066e-01,-1.778299999999999881e-01,-1.243700000000000014e-02,-1.049699999999999939e-01,-4.323300000000000060e-02,-2.105559999999999932e-01,2.764349999999999863e-01,-1.717339999999999978e-01,5.529599999999999793e-02,4.792600000000000332e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.033120000000000011e-01,1.785652000000000017e+00,9.138610000000000344e-01,4.743229999999999946e-01,7.197519999999999474e-01,3.652750000000000163e-01,3.344010000000000038e-01,-1.624039999999999928e-01,-1.785633999999999943e+00,-7.820610000000000062e-01,5.463850000000000096e-01,-5.102759999999999518e-01,1.840910000000000046e-01,-3.770549999999999735e-01
1.358099999999999932e-02,1.705299999999999871e-02,7.954430000000000112e-01,-2.033833074716312472e-02,3.215257784137732361e-02,-1.732910067942496296e-03,9.992745173691108818e-01,-1.374360000000000026e-01,7.962700000000000333e-02,9.046099999999999974e-02,3.050410000000000066e-01,-1.778299999999999881e-01,-1.243700000000000014e-02,-1.049699999999999939e-01,-4.323300000000000060e-02,-2.105559999999999932e-01,2.764349999999999863e-01,-1.717339999999999978e-01,5.529599999999999793e-02,3.561799999999999689e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.920000000000000651e-02,1.785627999999999993e+00,9.023170000000000357e-01,4.250979999999999759e-01,7.482130000000000170e-01,3.446620000000000239e-01,3.768639999999999768e-01,-1.940320000000000100e-01,-1.785612999999999895e+00,-7.835189999999999655e-01,5.200019999999999643e-01,-5.621549999999999603e-01,1.794610000000000094e-01,-3.715789999999999926e-01
1.358099999999999932e-02,1.705299999999999871e-02,7.954430000000000112e-01,-2.033833074716312472e-02,3.215257784137732361e-02,-1.732910067942496296e-03,9.992745173691108818e-01,-1.374360000000000026e-01,7.962700000000000333e-02,9.046099999999999974e-02,3.050410000000000066e-01,-1.778299999999999881e-01,-1.243700000000000014e-02,-1.049699999999999939e-01,-4.323300000000000060e-02,-2.105559999999999932e-01,2.764349999999999863e-01,-1.717339999999999978e-01,5.529599999999999793e-02,2.386100000000000027e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.472600000000000575e-02,1.785662000000000083e+00,8.848350000000000382e-01,4.273959999999999981e-01,8.245310000000000139e-01,3.273300000000000098e-01,3.948110000000000230e-01,-2.276690000000000103e-01,-1.785655999999999910e+00,-7.836739999999999817e-01,5.040609999999999813e-01,-5.991680000000000339e-01,1.869490000000000041e-01,-3.534680000000000044e-01
1.358099999999999932e-02,1.705299999999999871e-02,7.954430000000000112e-01,-2.033833074716312472e-02,3.215257784137732361e-02,-1.732910067942496296e-03,9.992745173691108818e-01,-1.374360000000000026e-01,7.962700000000000333e-02,9.046099999999999974e-02,3.050410000000000066e-01,-1.778299999999999881e-01,-1.243700000000000014e-02,-1.049699999999999939e-01,-4.323300000000000060e-02,-2.105559999999999932e-01,2.764349999999999863e-01,-1.717339999999999978e-01,5.529599999999999793e-02,1.456900000000000035e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.312100000000000155e-02,1.785662000000000083e+00,8.686300000000000132e-01,4.676799999999999846e-01,9.208939999999999904e-01,3.383439999999999781e-01,3.659970000000000168e-01,-2.606649999999999801e-01,-1.785655999999999910e+00,-7.781590000000000451e-01,4.899399999999999866e-01,-6.209390000000000187e-01,2.041769999999999974e-01,-3.235799999999999788e-01
1.358099999999999932e-02,1.705299999999999871e-02,7.954430000000000112e-01,-2.033833074716312472e-02,3.215257784137732361e-02,-1.732910067942496296e-03,9.992745173691108818e-01,-1.374360000000000026e-01,7.962700000000000333e-02,9.046099999999999974e-02,3.050410000000000066e-01,-1.778299999999999881e-01,-1.243700000000000014e-02,-1.049699999999999939e-01,-4.323300000000000060e-02,-2.105559999999999932e-01,2.764349999999999863e-01,-1.717339999999999978e-01,5.529599999999999793e-02,8.446000000000000382e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.272900000000000115e-02,1.785606000000000027e+00,8.602560000000000207e-01,5.066169999999999840e-01,9.550539999999999585e-01,3.485599999999999810e-01,3.131249999999999867e-01,-2.944620000000000015e-01,-1.785603000000000051e+00,-7.690329999999999666e-01,4.743839999999999724e-01,-6.233109999999999484e-01,2.233999999999999875e-01,-2.937750000000000083e-01
1.358099999999999932e-02,1.705299999999999871e-02,7.954430000000000112e-01,-2.033833074716312472e-02,3.215257784137732361e-02,-1.732910067942496296e-03,9.992745173691108818e-01,-1.374360000000000026e-01,7.962700000000000333e-02,9.046099999999999974e-02,3.050410000000000066e-01,-1.778299999999999881e-01,-1.243700000000000014e-02,-1.049699999999999939e-01,-4.323300000000000060e-02,-2.105559999999999932e-01,2.764349999999999863e-01,-1.717339999999999978e-01,5.529599999999999793e-02,6.973000000000000032e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.146000000000000463e-03,1.785557000000000061e+00,8.543730000000000491e-01,5.313550000000000217e-01,9.461180000000000145e-01,3.586860000000000048e-01,2.985630000000000228e-01,-3.286220000000000252e-01,-1.785595999999999961e+00,-7.589740000000000375e-01,4.619280000000000053e-01,-6.137629999999999475e-01,2.395019999999999927e-01,-2.796120000000000272e-01
1.358099999999999932e-02,1.705299999999999871e-02,7.954430000000000112e-01,-2.033833074716312472e-02,3.215257784137732361e-02,-1.732910067942496296e-03,9.992745173691108818e-01,-1.374360000000000026e-01,7.962700000000000333e-02,9.046099999999999974e-02,3.050410000000000066e-01,-1.778299999999999881e-01,-1.243700000000000014e-02,-1.049699999999999939e-01,-4.323300000000000060e-02,-2.105559999999999932e-01,2.764349999999999863e-01,-1.717339999999999978e-01,5.529599999999999793e-02,7.760999999999999670e-03,0.000000000000000000e+00,0.000000000000000000e+00,-6.303999999999999708e-03,1.785447000000000006e+00,8.376470000000000304e-01,5.529629999999999823e-01,9.263630000000000475e-01,3.638310000000000155e-01,3.079580000000000095e-01,-3.563009999999999788e-01,-1.785587000000000035e+00,-7.438529999999999864e-01,4.587919999999999776e-01,-6.045279999999999543e-01,2.468990000000000073e-01,-2.832620000000000138e-01
1.358099999999999932e-02,1.705299999999999871e-02,7.954430000000000112e-01,-2.033833074716312472e-02,3.215257784137732361e-02,-1.732910067942496296e-03,9.992745173691108818e-01,-1.374360000000000026e-01,7.962700000000000333e-02,9.046099999999999974e-02,3.050410000000000066e-01,-1.778299999999999881e-01,-1.243700000000000014e-02,-1.049699999999999939e-01,-4.323300000000000060e-02,-2.105559999999999932e-01,2.764349999999999863e-01,-1.717339999999999978e-01,5.529599999999999793e-02,9.230999999999999622e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.201799999999999917e-02,1.785152999999999990e+00,8.069039999999999546e-01,5.707780000000000076e-01,8.953339999999999632e-01,3.715849999999999986e-01,3.221649999999999792e-01,-3.744489999999999763e-01,-1.785538000000000070e+00,-7.248109999999999831e-01,4.697500000000000009e-01,-6.078540000000000054e-01,2.492630000000000123e-01,-2.876879999999999993e-01
1.358099999999999932e-02,1.705299999999999871e-02,7.954430000000000112e-01,-2.033833074716312472e-02,3.215257784137732361e-02,-1.732910067942496296e-03,9.992745173691108818e-01,-1.374360000000000026e-01,7.962700000000000333e-02,9.046099999999999974e-02,3.050410000000000066e-01,-1.778299999999999881e-01,-1.243700000000000014e-02,-1.049699999999999939e-01,-4.323300000000000060e-02,-2.105559999999999932e-01,2.764349999999999863e-01,-1.717339999999999978e-01,5.529599999999999793e-02,1.108999999999999916e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.058399999999999966e-02,1.784799999999999942e+00,7.696100000000000163e-01,5.902020000000000044e-01,8.717669999999999586e-01,3.765450000000000186e-01,3.210239999999999760e-01,-3.902229999999999865e-01,-1.785514999999999963e+00,-7.024089999999999501e-01,4.864669999999999828e-01,-6.048759999999999692e-01,2.544669999999999987e-01,-2.898899999999999810e-01
1.358099999999999932e-02,1.705299999999999871e-02,7.954430000000000112e-01,-2.033833074716312472e-02,3.215257784137732361e-02,-1.732910067942496296e-03,9.992745173691108818e-01,-1.374360000000000026e-01,7.962700000000000333e-02,9.046099999999999974e-02,3.050410000000000066e-01,-1.778299999999999881e-01,-1.243700000000000014e-02,-1.049699999999999939e-01,-4.323300000000000060e-02,-2.105559999999999932e-01,2.764349999999999863e-01,-1.717339999999999978e-01,5.529599999999999793e-02,1.434299999999999985e-02,0.000000000000000000e+00,0.000000000000000000e+00,-6.514999999999999958e-03,1.784742999999999968e+00,7.325369999999999937e-01,6.055930000000000479e-01,8.728850000000000220e-01,3.786080000000000001e-01,3.196680000000000077e-01,-4.000960000000000072e-01,-1.785504999999999898e+00,-6.698399999999999910e-01,4.990910000000000069e-01,-6.036049999999999471e-01,2.723070000000000213e-01,-2.881150000000000100e-01
